,0,1
582,"For use in the treatment of the following infections when caused by susceptible strains of the designated microorganisms: (1) uncomplicated urinary tract infections caused by <i>Escherichia coli</i> and <i>Proteus mirabilis</i>, (2) otitis media caused by <i>Haemophilus influenzae</i> (beta-lactamase positive and negative strains), <i>Moraxella catarrhalis</i> (most of which are beta-lactamase positive), and <i>S. pyogenes</i>, (3) pharyngitis and tonsillitis caused by <i>S. pyogenes</i>, (4) acute bronchitis and acute exacerbations of chronic bronchitis caused by <i>Streptococcus pneumoniae</i> and <i>Haemophilus influenzae</i> (beta-lactamase positive and negative strains), and (5) uncomplicated gonorrhea (cervical/urethral) caused by <i>Neisseria gonorrhoeae</i> (penicillinase- and non-penicillinase-producing strains).",J
583,For treatment of NIDDM in conjunction with diet and exercise. ,A
584,"For the prevention of nausea and vomiting associated with highly emetogenic cancer chemotherapy, including high-dose cisplatin (in combination with other antiemetic agents).",A
585,For the treatment of mild to moderate dementia of the Alzheimer's type. Has also been investigated in patients with mild cognitive impairment who did not meet the diagnostic criteria for Alzheimer's disease.,N
586,Tamoxifen is indicated for the treatment of metastatic breast cancer in women and men and ductal carcinoma in Situ. ,L
587,Used to kill lice and the mites responsible for the skin condition scabies.,P
588,"May be used as a first line agent to treat uncomplicated hypertension, isolated systolic hypertension and left ventricular hypertrophy. May be used as a first line agent to delay progression of diabetic nephropathy. Losartan may be also used as a second line agent in the treatment of congestive heart failure, systolic dysfunction, myocardial infarction and coronary artery disease in those intolerant of ACE inhibitors.",C
589,For the treatment of schizophrenia and generalized anxiety disorder.,N
590,Used to treat irregular heartbeats (arrhythmias) and maintain a normal heart rate.,C
591,Used to treat potentially life threatening fungal infections.,A
592,"For the treatment of retinal vascular occlusion, pulmonary embolism, cardiomyopathy, atrial fibrillation and flutter, cerebral embolism, transient cerebral ischaemia, arterial embolism and thrombosis.",B
593,"The midazolam injection is indicated for preoperative sedation/anziolysis/amnesia. It is also an agent for sedation/anziolysis/amnesia prior to or during diagnostic, therapeutic, or endoscopic procedures. Midazolam can also be given intravenously for induction of general anaesthesia. ",N
594,For the treatment of pseudomonas aeruginosa lung infections. Also being investigated for use in the treatment of sinus infections.,J
595,For treatment of infections caused by susceptible strains of the designated microorganisms in uncomplicated urethral gonorrhea in males and endocervical and rectal gonorrhea in females caused by <i>Neisseria gonorrhoeae</i> as well as non gonoccocal urethritis and cervicitis due to <i>Chlamydia trachomatis</i>.,J
596,For the relief of bladder pain or discomfort associated with interstitial cystitis.,C
597,For partial replacement therapy for primary and secondary adrenocortical insufficiency in Addison's disease and for the treatment of salt-losing adrenogenital syndrome.,H
598,"For the prophylaxis of organ rejection in patients receiving allogeneic renal, cardiac or hepatic transplants. Mycophenolate mofetil should be used concomitantly with cyclosporine and corticosteroids. ",L
599,For short-term and intermittent use in patients with recurring insomnia and poor sleeping habits,N
600,For the treatment of hypertension.,C
601,"Used as an aid for the diagnosis of pheochromocytoma, and may be administered immediately prior to or during pheochromocytomectomy to prevent or control paroxysmal hypertension resulting from anesthesia, stress, or operative manipulation of the tumor. Phentolamine has also been used to treat hypertensive crisis caused by sympathomimetic amines or catecholamine excess by certain foods or drugs in patients taking MAO inhibitors, or by clonidine withdrawal syndrome. Other indications include the prevention of dermal necrosis and sloughing following IV administration or extravasation of norepinephrine, decrease in impedance to left ventricular ejection and the infarct size in patients with MI associated with left ventricular failure, treatment of erectile dysfunction through self-injection of small doses combined with papaverine hydrochloride into the corpus cavernosum, and as an adjunct to the management of cocaine overdose to reverse coronary vasoconstriction following use of oxygen, benzodiazepines,and nitroglycerin. ",C
602,For diagnostic imaging. Primarily indicated in diagnostic fluorescein angiography or angioscopy of the fundus and of the iris vasculature.,S
603,"For remission induction in acute nonlymphocytic leukemia (myelogenous, monocytic, erythroid) of adults and for remission induction in acute lymphocytic leukemia of children and adults.",L
604,"For use as therapy to abort or prevent vascular headache, e.g., migraine, migraine variants, or so called ""histaminic cephalalgia"".",N
605,For the management of increased muscle tone associated with spasticity,M
606,May be used as an alternative in the treatment of urinary tract infections. May be used by females pericoitally for prophylaxis against recurrent cystitis related to coitus. ,J
607,"For the treatment of senile dementia, migraines of vascular origin, transient ischemia, platelet hyper-aggregability, and macular degeneration.",C
608,For improvement of survival of stable patients with left ventricular systolic dysfunction (ejection fraction <40%) and clinical evidence of congestive heart failure after an acute myocardial infarction.,C
609,For the treatment of HIV-1 infection in combination with other antiretroviral agents.,J
610,For treatment of chronic open-angle glaucoma and acute angle-closure glaucoma,S
611,Used as an adjunct to a medically supervised behaviour modification program in the maintenance of opiate cessation in individuals who were formerly physically dependent on opiates and who have successfully undergone detoxification. Also used for the management of alcohol dependence in conjunction with a behavioural modification program.,N
612,For the treatment of HIV-1 infection in combination with appropriate antiretroviral agents when therapy is warranted,J
613,"Used in the treatment of signs and symptoms of benign prostatic hyperplasia (reduction in urinary obstruction and relief of associated manifestations such as hesitancy, terminal dribbling of urine, interrupted or weak stream...etc.)",G
614,Indicated in the treatment of esophageal cancer.,L
615,Used as an analgesic adjunct in anesthesia and as a primary anesthetic drug in procedures requiring assisted ventilation and in the relief of pain.,N
616,For the treatment of HIV infection and chronic hepatitis B (HBV).,J
617,For the treatment and prevention of osteoporosis in postmenopausal women.,M
618,"Used for the treatment of individual patients with certain filarial diseases including tropical pulmonary eosinophilia, loiasis, and lymphatic filariasis caused by infection with <i>Wuchereria bancrofti</i>, <i>Brugia malayi</i>, or <i>Brugia timori</i>.",P
619,"Flurbiprofen tablets are indicated for the acute or long-term symptomatic treatment of rheumatoid arthritis, osteorarthritis and anklosing spondylitis. It may also be used to treat pain associated with dysmenorrhea and mild to moderate pain accompanied by inflammation (e.g. bursitis, tendonitis, soft tissue trauma). Topical ophthalmic formulations may be used pre-operatively to prevent intraoperative miosis. ",M
620,Used in the treatment of resistant staphylococci infections.,J
621,"Labeled indications include: major depressive disorder (MDD), panic disorder with or without agoraphobia, obsessive-compulsive disorder (OCD), social anxiety disorder (social phobia), generalized anxiety disorder (GAD), post-traumatic stress disorder (PTSD), and premenstrual dysphoric disorder (PMDD). Unlabeled indications include: eating disorders, impulse control disorders, vasomotor symptoms of menopause, obsessive-compulsive disorder (OCD) in children, and mild dementia-associated agitation in nonpsychotic individuals. Brisdelle, which consists of paroxetine mesylate is indicated for the treatment of moderate to severe vasomotor symptoms (like hot flashes) associated with menopause. ",N
622,For the treatment of mild to moderate asthma,R
623,"Norethindrone acetate is indicated for the treatment of secondary amenorrhea, endometriosis, and abnormal uterine bleeding due to hormonal imbalance in the absence of organic pathology, such as submucous fibroids or uterine cancer.",G
624,For the treatment of chronic hepatitis B in adults with evidence of active viral replication and either evidence of persistent elevations in serum aminotransferases (ALT or AST) or histologically active disease.,J
625,"For the relief of the symptoms of upper respiratory mucosal congestion in perennial and allergic rhinitis, and for the relief of nasal congestion and eustachian t.b. congestion.",R
626,For the management of hypercalcemia of malignancy and as an adjunct in the management of osteolysis resulting from bone metastases of malignant tumors.,M
627,Used as a local anesthetic primarily in oral surgery,C
628,Indicated for the treatment and management of hypotension.,C
629,"For the topical treatment of clinically typical, nonhyperkeratotic, nonhypertrophic actinic keratoses on the face or scalp in immunocompetent adults. Also indicated for the treatment of external genital and perianal warts/condyloma acuminata in individuals 12 years old and above.",D
630,For the prevention of angina,C
631,"For inpatients and outpatients as an adjunct to general anesthesia to facilitate both rapid sequence and routine tracheal intubation, and to provide skeletal muscle relaxation during surgery or mechanical ventilation.",M
632,"Used in the treatment of peptic ulcer, gastric hyperacidity, and hypermotility in gastritis and pylorospasm, and in the treatment of hyperhidrosis (excessive perspiration).",A
633,For the treatment of non-insulin dependent-diabetes mellitus in conjunction with diet and exercise.,A
634,"For use, as an adjunct to general anesthesia, to facilitate endotracheal intubation and to provide skeletal muscle relaxation during surgery or mechanical ventilation.",M
635,For the treatment of poisoning due to those pesticides and chemicals of the organophosphate class which have anticholinesterase activity and in the control of overdosage by anticholinesterase drugs used in the treatment of myasthenia gravis.,V
636,"For the treatment of schizophrenia in adults and in adolescents, ages 13 to 17, and for the short-term treatment of manic or mixed episodes of bipolar I disorder in children and adolescents ages 10 to 17. May also be used to manage symptoms of inappropriate behavior due to aggression and/or psychosis in patients with severe dementia. ",N
637,"For the topical treatment of tinea pedis, tinea cruris, and tinea corporis caused by the organisms <i>Trichophyton rubrum</i>, <i>Trichophyton mentagrophytes</i>, <i>Trichophyton tonsurans</i> and <i>Epidermophyton floccosum</i>.",D
638,"For the prevention and treatment of nausea, vomiting, or dizziness associated with motion sickness.",R
639,For the treatment of pneumonia due to <i>Pneumocystis carinii</i>.,P
640,Hetacillin is a beta-lactam antibiotic prodrug used to treat bacterial infections. In the body it gets converted to ampicillin.,J
641,"For the treatment of amyotrophic lateral sclerosis (ALS, Lou Gehrig's Disease)",N
642,"For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses. Also used to treat endocrine (hormonal) disorders (adrenal insufficiency, Addisons disease). It is also used to treat many immune and allergic disorders, such as arthritis, lupus, severe psoriasis, severe asthma, ulcerative colitis, and Crohn's disease.",A
643,"Used for the promotion of diuresis before irreversible renal failure becomes established, the reduction of intracranial pressure, the treatment of cerebral edema, and the promotion of urinary excretion of toxic substances.",A
644,"Gadobenate Dimeglumine is an MRI contrast agent used primarily for MR imaging of the liver. It can also be used for MRI of the heart, as well as and central nervous system in adults to visualize lesions with abnormal brain vascularity or abnormalities in the blood brain barrier, the brain, spine, or other associated tissues.",V
645,To improve wakefulness in patients with excessive daytime sleepiness (EDS) associated with narcolepsy.,N
646,Used to treat acute iron or aluminum toxicity (an excess of aluminum in the body) in certain patients. Also used in certain patients with anemia who must receive many blood transfusions.,V
647,"For the treatment of excessive salivation, colicky abdominal pain, bradycardia, sialorrhoea, diverticulitis, irritable bowel syndrome and motion sickness.",A
648,"For symptomatic relief of seasonal and perennial allergic rhinitis and vasomotor rhinitis, as well as allergic conjunctivitis caused by foods and inhaled allergens. Also for the relief of allergic reactions to blood or plasma, and the symptomatic management of mild, uncomplicated allergic skin manifestations of urticaria and angioedema.",R
649,"For acute and long-term management of signs and symptoms of osteoarthritis and rheumatoid arthritis, as well as for the management of pain.",M
650,Used as a local anaesthetic and is often used in dentistry.,N
651,For the prevention of itching associated with allergic conjunctivitis.,R
652,For the treatment of major depressive episode without melancholia.,N
653,For induction and maintenance of general anesthesia.,N
654,For the control of tonic-clonic (grand mal) and complex partial (psychomotor) seizures.,N
655,"For the the induction of remission in patients with acute promyelocytic leukemia (APL), French-American-British (FAB) classification M3 (including the M3 variant); For the topical treatment of acne vulgaris, flat warts and other skin conditions (psoriasis, ichthyosis congenita, icthyosis vulgaris, lamellar icthyosis, keratosis palmaris et plantaris, epidermolytic hyperkeratosis, senile comedones, senile keratosis, keratosis follicularis (Darier's disease), and basal cell carcinomas.); For palliative therapy to improve fine wrinkling, mottled hyperpigmentation, roughness associated with photodamage.",D
656,"For the prevention of nausea and vomiting associated with emetogenic cancer chemotherapy, including initial and repeat courses of chemotherapy. Also used for the prevention of postoperative nausea and vomiting. This drug can be used intravenously for the treatment of postoperative nausea and vomiting.",A
657,"For the reduction of atherosclerotic events (myocardial infarction, stroke, and vascular death) in patients with atherosclerosis documented by recent stroke, recent myocardial infarction, or established peripheral arterial disease.",B
658,"Used to treat bacterial infections such as Rocky Mountain spotted fever, typhus fever, tick fevers, Q fever, rickettsialpox and Brill-Zinsser disease. May be used to treat infections caused by Chlamydiae spp., B. burgdorferi (Lyme disease), and upper respiratory infections caused by typical (S. pneumoniae, H. influenzae, and M. catarrhalis) and atypical organisms (C. pneumoniae, M. pneumoniae, L. pneumophila). May also be used to treat acne. Tetracycline may be an alternative drug for people who are allergic to penicillin.",A
659,"For use as single agent therapy for the treatment of the following infections when caused by susceptible isolates of the designated microorganisms: <b>complicated skin and skin structure infections</b> due to <i>Staphylococcus aureus</i> (b-lactamase and non-b-lactamase producing, methicillin-susceptible isolates only), <i>Streptococcus pyogenes</i>, <i>Streptococcus agalactiae</i>, viridans group streptococci, <i>Enterococcus faecalis</i> (excluding vancomycin-resistant isolates), <i>Pseudomonas aeruginosa</i>, <i>Escherichia coli</i>, <i>Proteus mirabilis</i>, <i>Bacteroides fragilis</i> and <i>Peptostreptococcus</i> species; <b>complicated appendicitis and peritonitis</b> caused by viridans group streptococci, <i>Escherichia coli</i>, <i>Klebsiella pneumoniae</i>, <i>Pseudomonas aeruginosa</i>, <i>Bacteroides fragilis</i>, <i>B. thetaiotaomicron</i>, and <i>Peptostreptococcus</i> species. Also for use in the treatment of bacterial meningitis caused by <i>Streptococcus pneumoniae</i>, <i>Haemophilus influenzae</i> (b-lactamase and non-b-lactamase-producing isolates), and <i>Neisseria meningitidis</i>.",J
660,For use as an electrolyte replenisher and in the treatment of hypokalemia.,A
661,For the treatment of metastatic colorectal cancer (first-line therapy when administered with 5-fluorouracil and leucovorin). Also used in combination with cisplatin for the treatment of extensive small cell lung cancer. Irinotecan is currently under investigation for the treatment of metastatic or recurrent cervical cancer.,L
662,"For the treatment of hyperthyroidism, goiter, Graves disease and psoriasis.",H
663,The inhaler is indicated for the maintenance treatment of asthma as prophylactic therapy. The nasal spray is indicated for the treatment of the nasal symptoms of seasonal allergic and perennial allergic rhinitis.,D
664,"For use in the treatment of patients with pheochromocytoma, for preoperative preparation of patients for surgery, management of patients when surgery is contraindicated, and chronic treatment of patients with malignant pheochromocytoma.",C
665,For the treatment of ocular itching associated with allergic conjunctivitis.,S
666,"For palliative, not definitive, therapy to temporarily maintain the patency of the ductus arteriosus until corrective or palliative surgery can be performed in neonates who have congenital heart defects and who depend upon the patent ductus for survival. Also for the treatment of erectile dysfunction due to neurogenic, vasculogenic, psychogenic, or mixed etiology.",C
667,For patients infected with Pediculus humanus capitis (head lice and their ova) of the scalp hair.,P
668,"For use in combination with other chemotherapeutic agents in the treatment of refractory testicular tumors and as first line treatment in patients with small cell lung cancer. Also used to treat other malignancies such as lymphoma, non-lymphocytic leukemia, and glioblastoma multiforme.",L
669,"Used as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy. Also used in the management of hypertension either as the sole therapeutic agent or to enhance the effect of other antihypertensive drugs in the more severe forms of hypertension.",C
670,"For treatment, in combination with heparin, of acute coronary syndrome, including patients who are to be managed medically and those undergoing PTCA or atherectomy.",B
671,For use as monotherapy or adjunctive therapy in the treatment of partial seizures in adults with epilepsy and as adjunctive therapy in the treatment of partial seizures in children ages 4-16 with epilepsy.,N
672,Propiomazine is largely used for its antihistamininc sleep inducing effects in treating insomnia.,N
673,"Used to treat respiratory tract, urinary and soft tissue infections.",J
674,"For the treatment of urinary tract infections caused by susceptible gram-negative microorganisms, including the majority of <i>E. Coli</i>, <i>Enterobacter</i> species, <i>Klebsiella</i> species, and <i>Proteus</i> species.",J
675,For the treatment of major depressive disorder. Has also been used with some success in the management of bulimia nervosa.,N
676,"For treatment of infections of the urinary tract, meninges, and blood stream, caused by susceptible strains of <i>Pseudomonas aeruginosa</i>.",A
677,"For the treatment of enuresis. It has also been used for hyperhidrosis, and cramps or spasms of the stomach, intestines or bladder.",A
678,"For the treatment of urogenital symptoms associated with post-menopausal atrophy of the vagina (such as dryness, burning, pruritus and dyspareunia) and/or the lower urinary tract (urinary urgency and dysuria).",G
679,"For the treatment of rheumatoid arthritis, osteoarthritis, dysmenorrhea, and mild to moderate pain, inflammation, and fever.",M
680,"For the treatment and management of herpes zoster (shingles), genital herpes, and chickenpox. ",D
681,"For the treatment of rheumatoid arthritis, osteoarthritis, ankylosing spondylitis, tendinitis, bursitis, and acute gout. Also for the relief of mild to moderate pain and the treatment of primary dysmenorrhea.",G
682,"For use with magnetic resonance imaging (MRI) in adults, and pediatric patients (2 years of age and older) to visualize lesions with abnormal vascularity in the brain (intracranial lesions), spine and associated tissues as well as lesions with abnormal vascularity in the head and neck. Also used to facilitate the visualization of lesions with abnormal vascularity in the body (excluding the heart).",V
683,"For the treatment of mild to moderate essential hypertension, mild to moderate congestive heart failure, and to reduce the cardiovascular risk of individuals with hypertension or post-myocardial infarction and stable coronary disease. ",C
684,"Used for the symptomatic relief of hypersensitivity reactions, coughs, and the common cold.",D
685,"Used to treat fungal (Tinea) skin infections such as athlete's foot, jock itch, ringworm, and tinea versicolor.",D
686,For the treatment of epilepsy,D
687,For the treatment of Crohn's disease and rheumatoid arthritis as a second-line agent.,A
688,"May be used as a first line agent to treat uncomplicated hypertension, isolated systolic hypertension and left ventricular hypertrophy. May be used as a first line agent to delay progression of diabetic nephropathy. Candesartan may be also used as a second line agent in the treatment of congestive heart failure, systolic dysfunction, myocardial infarction and coronary artery disease in those intolerant of ACE inhibitors.",C
689,For the treatment of pulmonary artery anomalies,C
690,"For treatment of serious infections caused by susceptible strains of the following microorganisms: <i>P. aeruginosa</i>, <i>Proteus</i> species (indole-positive and indole-negative), <i>E. coli</i>, <i>Klebsiella-Enterobactor-Serratia</i> species, <i>Citrobacter</i> species and <i>Staphylococcus</i> species (coagulase-positive and coagulase-negative).",D
691,"Used to treat psoriasis, acne and sun damaged skin (photodamage).",D
692,"For the in-hospital, short-term (up to 48 hours) management of severe hypertension when rapid, but quickly reversible, emergency reduction of blood pressure is clinically indicated, including malignant hypertension with deteriorating end-organ function.",C
693,"Used to relieve anxiety, nervousness, and tension associated with anxiety disorders.",N
694,For the management of postoperative pain and the maintenance of general anesthesia.,N
695,"For the treatment of acute or chronic infections due to sensitive strains of certain gram-negative bacilli, particularly <i>Pseudomonas aeruginosa</i>.",J
696,"For the treatment of functional bowel/irritable bowel syndrome
including Colicky abdominal pain; diverticulitis",A
697,For the treatment of depression,N
698,For the treatment of patients with intermittent lameness or immobility arising from chronic occlusive arterial disease of the limbs.,C
699,Used as a local (ophthalmic) anesthetic.,S
700,"For the treatment of hypertension, alone or in combination with other antihypertensive drugs, as well as for the treatment of salt and fluid retention associated with congestive heart failure or edema from pregnancy (appropriate only in the management of edema of pathologic origin during pregnancy when clearly needed). Also used for the management of edema as a result of various causes.",C
701,"Indicated to induce mydriasis (dilation of the pupil) and cycloplegia (paralysis of the ciliary muscle of the eye) in diagnostic procedures, such as measurement of refractive errors and examination of the fundus of the eye.",S
702,For use as an adjunct in the therapy of all forms of parkinsonism and control of extrapyramidal disorders secondary to neuroleptic drug therapy.,N
703,For the treatment of chronic hepatitis C and for respiratory syncytial virus (RSV).,J
704,For the treatment of backache and ankylosing spondylitis,M
705,For the treatment of cancer patients with severe pain that breaks through their regular narcotic therapy.,N
706,For symptomatic treatment of arthritis and osteoarthritis.,M
707,"For the treatment of bronchospasm, chronic bronchitis, asthma, and emphysema.",R
708,"For the treatment of bacterial infection of respiratory tract, urinary tract, GI, CNS and immuno compromised patients.",J
709,Used for induction and/or maintenance of anaesthesia and for management of refractory status epilepticus. ,N
710,For adjunctive treatment of: edema due to congestive heart failure; drug-induced edema; centrencephalic epilepsies; chronic simple (open-angle) glaucoma,S
711,Used for the treatment of erectile dysfunction.,G
712,For the treatment and management of chronic alcoholism,N
713,"Used to treat occasional minor irritation, pain, sore mouth, and sore throat as well as cough associated with a cold or inhaled irritants.",M
714,"For the treatment of fungal blepharitis, conjunctivitis, and keratitis caused by susceptible organisms including <i>Fusarium solani</i> keratitis.",A
715,"For the treatment of initial and recurrent urinary tract infections in adults caused by the following susceptible microorganisms: <i>Escherichia coli</i>, <i>Proteus mirabilis</i>, <i>Proteus vulgaris</i>, <i>Klebsiella</i> species (including <i>K. pneumoniae</i>), and <i>Enterobacter</i> species.",J
716,For the treatment of uncomplicated urinary tract infections (acute cystitis) in women due to susceptible strains of <i>Escherichia coli</i> and <i>Enterococcus faecalis</i>.,J
717,"Used in the treatment of severe anxiety disorders, as a hypnotic in the short-term management of insomnia, as a sedative and premedicant, as an anticonvulsant, and in the management of alcohol withdrawal syndrome.",N
718,"For the treatment of anxiety disorders, depressive symptoms secondary to anxiety and agitation.",N
719,For the treatment of epilepsy.,N
720,"For the treatment of certain infections caused by bacteria such as pneumonia and ear, lung, skin, throat, and urinary tract infections.",J
721,For the medical termination of intrauterine pregnancy through 49 days' pregnancy. Also indicated to control hyperglycemia secondary to hypercortisolism in adult patients with endogenous Cushing's syndrome who have type 2 diabetes mellitus or glucose intolerance and are not candidates for surgery or have had unsuccessful surgery.,G
722,"For the treatment of the symptoms of the common cold and allergic rhinitis, such as runny nose, itchy eyes, watery eyes, and sneezing.",R
723,For the control and symptomatic relief of acute nonspecific diarrhea and of chronic diarrhea associated with inflammatory bowel disease or gastroenteritis. Also used for reducing the volume of discharge from ileostomies.,A
724,Indicated for the treatment of epilepsy.,N
725,For short-term topical treatment of the inflammatory and pruritic manifestations of moderate to severe corticosteroid-responsive dermatoses of the scalp.,D
726,For use as an adjunct to diet to lower the blood glucose in patients with non-insulin dependent diabetes mellitus (Type II) whose hyperglycemia cannot be satisfactorily controlled by diet alone.,A
727,For inotropic support in the short- term treatment of patients with cardiac decompensation due to depressed contractility resulting either from organic heart disease or from cardiac surgical procedures,C
728,For the treatment of anxiety disorders and alcohol withdrawal. ,N
729,For the palliative treatment of mild to moderate dementia of the Alzheimer's type.,N
730,For the relief of moderate to severe pain.,N
731,"For the treatment of lepromatous leprosy, including dapsone-resistant lepromatous leprosy and lepromatous leprosy complicated by erythema nodosum leprosum.",J
732,"Given intravenously or orally to treat radiation sickness. The bitartrate salts (Cystagon¢ç and Procysbi) have been used for the oral treatment of nephropathic cystinosis and cystinurea. The hydrochloride salt (Cystaran¢â) is indicated for the treatment of corneal cystine crystal accumulation in cystinosis patients.
",A
733,"For adjuvant treatment in combination with fluorouracil after surgical resection in patients with Dukes' stage C colon cancer. Also used to treat malignant melanoma and head/neck cancer.
Levamisole was originally used as an antihelminthic to treat worm infestations in both humans and animals.",P
734,"For the relief of anxiety, tension, and apprehension, also used as an anticonvulsant for the treatment of epilepsy.",N
735,For use in the management of the manifestations of psychotic disorders and for the control of severe nausea and vomiting in adults.,N
736,"For the treatment of metastatic malignant melanoma. In addition, dacarbazine is also indicated for Hodgkin's disease as a secondary-line therapy when used in combination with other antineoplastic agents.",L
737,"For the treatment of nasal congestion, sinus congestion, Eustachian tube congestion, and vasomotor rhinitis, and as an adjunct to other agents in the optimum treatment of allergic rhinitis, croup, sinusitis, otitis media, and tracheobronchitis. Also used as first-line therapy of priapism.",R
738,"For the treatment of adult patients diagnosed with anaplastic astrocytoma whose disease has progressed after therapy with nitrosourea and procarbazine, as well as concomitantly with radiation therapy for treatment of newly diagnosed glioblastoma multiforme. Also used as maintenance therapy for glioblastoma multiforme.",L
739,Aminolevulinic acid plus blue light illumination using a blue light photodynamic therapy illuminator is indicated for the treatment of minimally to moderately thick actinic keratoses of the face or scalp.,L
740,"Used, along with rest and physical therapy, to treat injuries and other painful muscular conditions. Investigated for use in trigeminal neuralgia (tic douloureux), a neuropathic disorder characterized by severe facial pain. Was investigated as a modulator of histamine release.",D
741,For the treatment of dermatophyte infections of the toenail or fingernail caused by susceptible fungi. Also for the treatment of tinea capitis (scalp ringworm) and tinea corporis (body ringworm) or tinea cruris (jock itch).,D
742,"For treatment of Wilson's disease, cystinuria and active rheumatoid arthritis.",M
743,"For the treatment of primary or secondary adrenocortical insufficiency, such as congenital adrenal hyperplasia, thyroiditis. Also used to treat psoriatic arthritis, rheumatoid arthritis, ankylosing spondylitis, bursitis, acute gouty arthritis and epicondylitis. Also indicated for treatment of systemic lupus erythematosus, pemphigus and acute rhematic carditis. Can be used in the treatment of leukemias, lymphomas, thrombocytopenia purpura and autoimmune hemolytic anemia. Can be used to treat celiac disease, insulin resistance, ulcerative colitis and liver disorders.",A
744,"For symptomatic treatment of mild to moderate pain accompanied by inflammation (e.g. musculoskeletal trauma, post-dental extraction, post-episiotomy), osteoarthritis, and rheumatoid arthritis.",N
745,Used for the treatment of erectile dysfunction,G
746,"Used in the treatment of peptic ulcer disease (PUD), dyspepsia, stress ulcer prophylaxis, and gastroesophageal reflux disease (GERD).",A
747,"For use after allogenic organ transplant to reduce the activity of the patient's immune system and so the risk of organ rejection. It was first approved by the FDA in 1994 for use in liver transplantation, this has been extended to include kidney, heart, small bowel, pancreas, lung, trachea, skin, cornea, and limb transplants. It has also been used in a topical preparation in the treatment of severe atopic dermatitis.",D
748,"For the treatment of hypertension, angina, and arrhythmia",C
749,For the treatment and prophylaxis of premature labour,G
750,For the symptomatic relief of cough. Has also been applied locally in the oral cavity in adults by releasing the drug from the liquid-filled capsules to provide oropharyngeal anesthesia for conscious intubation.,R
751,For the treatment of elevated intraocular pressure in patients with ocular hypertension or open-angle glaucoma. Also used prophylatically for the inhibition of perioperative IOP increase (before neodynium yttrium aluminum garnet laser posterior capsulotomy).,S
752,Used as eye drops to inhibit the miosis (pupil constriction) that may occur during ocular surgery.,M
753,"For the prevention and reversal of bronchospasm in patients 12 years of age and older with reversible, obstructive airway disease, as well as symptomatic management of reversible bronchospasm associated with bronchitis and emphysema. Also used acute IV and sub-Q therapy in selected women to inhibit uterine contractions in preterm labor (tocolysis) and prolong gestation when beneficial.",R
754,"For the treatment of euvolemic or hypervolemic hyponatremia (e.g. the syndrome of inappropriate secretion of antidiuretic hormone, or in the setting of hypothyroidism, adrenal insufficiency, pulmonary disorders, etc.) in hospitalized patients.",C
755,"As an ophthalmic it is used for the treatment of steroid responsive inflammatory conditions of the eye such as allergic conjunctivitis, uveitis, acne rosacea, superficial punctate keratitis, herpes zoster keratitis, iritis, cyclitis, and selected infective conjunctivitides. As a nasal spray, used for the treatment and management of seasonal allergic rhinitis.",S
756,Used to assist the expectoration of phlegm from the airways in acute respiratory tract infections.,R
757,"For the management of hypertension alone or in combination with other classes of antihypertensive agents. Also used as a first-line agent in the treatment of diabetic nephropathy, as well as a second-line agent in the treatment of congestive heart failure (only in those intolerant of ACE inhibitors).",C
758,For the prophylaxis of organ rejection in patients receiving renal transplants.,L
759,"For reduction of pocket depth in patients with adult periodontitis, used as an adjunct to scaling and root planing procedures. Also for prevention of dental caries, oropharyngeal decontamination in critically ill patients, hand hygiene in health-care personnel, general skin cleanser, and catheter site preparation and care.",A
760,"Indicated, in combination with other antiretroviral agents, for the treatment of HIV-1 infection in adults and for postexposure prophylaxis of HIV infection in health care workers and others exposed occupationally or nonoccupationally via percutaneous injury or mucous membrane or nonintact skin contact with blood, tissues, or other body fluids associated with risk for transmission of the virus.",J
761,"Chlorothiazide is indicated as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy. It is also indicated in the management of hypertension either as the sole therapeutic agent or to enhance the effectiveness of other antihypertensive drugs in the more severe forms of hypertension.",C
762,For the treatment of hypertension and as adjunct therapy in the treatment of congestive heart failure. May also be used to slow the rate of progression of renal disease in hypertensive individuals with diabetes mellitus and microalbuminuria or overt nephropathy. ,C
763,Used mainly in female infertility due to anovulation (e.g. due to polycystic ovary syndrome) to induce ovulation. ,G
764,For the prevention of angina pectoris due to coronary artery disease.,C
765,"For the treatment of Paget's disease of the bone (osteitis deformans), postmenopausal and glucocorticoid-induced osteoporosis",M
766,"For the treatment of edema associated with congestive heart failure, hepatic and renal disease including the nephrotic syndrome.",C
767,"For the palliative treatment of Hodgkin's disease (Stages III and IV), lymphosarcoma, chronic myelocytic or chronic lymphocytic leukemia, polycythemia vera, mycosis fungoides, and bronchogenic carcinoma. Also for the palliative treatment of metastatic carcinoma resulting in effusion.",L
768,"For the prevention of nausea and vomiting associated with initial and repeat courses of emetogenic cancer therapy (including high dose cisplatin), postoperation, and radiation (including total body irradiation and daily fractionated abdominal radiation).",A
769,For use in the treatment of atrophic vaginitis and kraurosis vulvae.,G
770,"For the treatment of dermatitis herpetiformis, benign mucous membrane pemphigoid and pyoderma gangrenosum",J
